map_id,map_path,time_index,group,score_0_100,mean_r,mean_abs_r,n_features,features
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,11,memory,51.331269413689235,0.026625388273784686,0.1464822954690812,7,"memory, encoding, recall, recognition, episodic, retrieval, familiarity"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,11,social,51.14611607302672,0.022922321460534408,0.17783107597874553,8,"social, mentalizing, self report, self referential, person, people, face, faces"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,11,reward,43.37760046581117,-0.13244799068377666,0.18538776464195109,6,"reward, value, incentive, motivation, preference, reinforcement"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,11,emotion,43.00329116485393,-0.13993417670292146,0.13934202504359972,8,"emotion regulation, emotional, affective, affect, arousal, valence, pleasant, unpleasant"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,11,aversion,41.67099241381303,-0.16658015172373936,0.18184449842865438,6,"fear, anxiety, pain, disgust, negative, aversive"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,12,attention,59.13183224576041,0.18263664491520815,0.2386854647907629,6,"attention, attentional, salience, orienting, target, visual attention"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,12,action,55.93665514875842,0.11873310297516845,0.11774440308277564,5,"action, motor, movement, hand, execution"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,12,memory,51.766709626355535,0.03533419252711064,0.1394281435882161,7,"memory, encoding, recall, recognition, episodic, retrieval, familiarity"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,12,social,49.847363337601585,-0.0030527332479683227,0.1842678312091443,8,"social, mentalizing, self report, self referential, person, people, face, faces"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,12,language,49.44109373680841,-0.011178125263831749,0.06954040765793991,5,"language, speech, semantic, comprehension, sentence"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,12,reward,43.9309778422993,-0.12138044315401403,0.16578950538837295,6,"reward, value, incentive, motivation, preference, reinforcement"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,12,emotion,42.645112822673,-0.14709774354653996,0.14656952795979356,8,"emotion regulation, emotional, affective, affect, arousal, valence, pleasant, unpleasant"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,12,aversion,42.6307318156325,-0.14738536368734997,0.16195268130339502,6,"fear, anxiety, pain, disgust, negative, aversive"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,13,attention,58.79948204696538,0.17598964093930763,0.2356448750936417,6,"attention, attentional, salience, orienting, target, visual attention"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,13,action,57.86259826329331,0.15725196526586613,0.1566485047612003,5,"action, motor, movement, hand, execution"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,13,memory,50.91856923423026,0.018371384684605172,0.1212253704882379,7,"memory, encoding, recall, recognition, episodic, retrieval, familiarity"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,13,language,48.89772976997511,-0.02204540460049779,0.06970108397612443,5,"language, speech, semantic, comprehension, sentence"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,13,social,46.27052908628284,-0.07458941827434316,0.18813993824491038,8,"social, mentalizing, self report, self referential, person, people, face, faces"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,13,reward,43.63018186458307,-0.1273963627083385,0.15307442506825766,6,"reward, value, incentive, motivation, preference, reinforcement"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,13,aversion,42.577426042233576,-0.14845147915532847,0.14734243691391924,6,"fear, anxiety, pain, disgust, negative, aversive"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,13,emotion,41.9156503649516,-0.161686992700968,0.16120467432605592,8,"emotion regulation, emotional, affective, affect, arousal, valence, pleasant, unpleasant"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,14,action,62.40377144896641,0.24807542897932824,0.24778664563369984,5,"action, motor, movement, hand, execution"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,14,attention,58.67431721537809,0.17348634430756177,0.23867240545166069,6,"attention, attentional, salience, orienting, target, visual attention"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,14,language,47.58502266239725,-0.04829954675205502,0.0718955857084827,5,"language, speech, semantic, comprehension, sentence"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,14,memory,47.527696641967175,-0.04944606716065651,0.08085408214576031,7,"memory, encoding, recall, recognition, episodic, retrieval, familiarity"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,14,reward,43.02655010616802,-0.13946899787663963,0.13889530442815134,6,"reward, value, incentive, motivation, preference, reinforcement"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,14,aversion,42.05040991453858,-0.15899180170922844,0.1620608428786847,6,"fear, anxiety, pain, disgust, negative, aversive"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,14,social,40.48354170400411,-0.19032916591991778,0.19911746738344244,8,"social, mentalizing, self report, self referential, person, people, face, faces"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,14,emotion,40.18867240146106,-0.1962265519707787,0.1954789364228352,8,"emotion regulation, emotional, affective, affect, arousal, valence, pleasant, unpleasant"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,aggregate,attention,58.19015290771253,0.16380305815425056,0.22035115530821184,6,"attention, attentional, salience, orienting, target, visual attention"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,aggregate,action,55.2491285992695,0.10498257198539002,0.10949862886124025,5,"action, motor, movement, hand, execution"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,aggregate,language,52.04195466319779,0.04083909326395578,0.10125646395739112,5,"language, speech, semantic, comprehension, sentence"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,aggregate,memory,49.630222893407996,-0.007395542131840015,0.12847969486962416,7,"memory, encoding, recall, recognition, episodic, retrieval, familiarity"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,aggregate,social,47.78919607866744,-0.04421607842665119,0.19155235733585943,8,"social, mentalizing, self report, self referential, person, people, face, faces"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,aggregate,reward,44.92870865995184,-0.10142582680096325,0.164146834851502,6,"reward, value, incentive, motivation, preference, reinforcement"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,aggregate,emotion,42.02983932475843,-0.15940321350483141,0.15862026946160265,8,"emotion regulation, emotional, affective, affect, arousal, valence, pleasant, unpleasant"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,aggregate,aversion,41.42204548773025,-0.17155909024539492,0.17881827788135632,6,"fear, anxiety, pain, disgust, negative, aversive"
